word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
হুম,41,341,0.34953,0.0,1.17477
ডিফেন্স,24,87,0.34948,0.0,1.17474
ঠেকা,78,278,0.41127,0.03093,1.17471
যুবক,806,937,0.4112,0.03093,1.17467
অনাথ,342,31,0.36952,0.0101,1.17466
মামলায়,88,844,0.41112,0.03093,1.17463
কোয়ার্,47,98,0.34925,0.0,1.17462
কৌশলে,119,120,0.34907,0.0,1.17454
লাইন,525,879,0.36929,0.0101,1.17454
সেজন্য,177,248,0.34906,0.0,1.17453
বাদ,744,990,0.36921,0.0101,1.1745
লাশ,195,1496,0.38977,0.02041,1.17448
রাবণ,80,65,0.3489,0.0,1.17445
তাড়া,582,472,0.36903,0.0101,1.17441
উদ্দেশ,281,619,0.36896,0.0101,1.17438
দরুন,187,36,0.34872,0.0,1.17436
আঙুর,235,41,0.3487,0.0,1.17435
আজো,348,20,0.3486,0.0,1.1743
আবদুল,250,714,0.36863,0.0101,1.17422
দেখানো,176,497,0.36859,0.0101,1.17419
ঠিকঠাক,63,362,0.34821,0.0,1.17411
অনুসন্ধান,256,268,0.34817,0.0,1.17409
বেগ,208,213,0.38885,0.02041,1.17402
ভাবি,571,308,0.34791,0.0,1.17395
মসজিদে,50,203,0.34786,0.0,1.17393
ভবিষ্যৎ,283,489,0.36797,0.0101,1.17389
চালানোর,28,239,0.36795,0.0101,1.17387
চাচি,125,49,0.34772,0.0,1.17386
লুক,33,79,0.36791,0.0101,1.17385
সমন্বিত,29,161,0.34761,0.0,1.17381
ডিভিশন,53,71,0.34752,0.0,1.17376
অনিমেষ,144,962,0.3475,0.0,1.17375
প্রস্তাব,513,969,0.40924,0.03093,1.17369
সমিতি,55,115,0.34737,0.0,1.17369
খুঁজি,58,35,0.34722,0.0,1.17361
পাঞ্জাবী,86,30,0.3472,0.0,1.1736
জেল,738,729,0.40901,0.03093,1.17358
বডি,43,204,0.34712,0.0,1.17356
মহিম,115,26,0.34705,0.0,1.17353
নিবিড়,230,140,0.36716,0.0101,1.17348
উদ্ধার,45,183,0.34695,0.0,1.17347
জায়গাতে,75,96,0.34691,0.0,1.17346
ওতে,247,71,0.34675,0.0,1.17338
রানি,44,127,0.36692,0.0101,1.17336
একান্ত,424,193,0.38752,0.02041,1.17335
বুলেট,44,397,0.36691,0.0101,1.17335
তৈরির,64,430,0.34656,0.0,1.17328
টিকিয়ে,23,97,0.34649,0.0,1.17325
সাধক,143,707,0.40834,0.03093,1.17324
এক্সপ্রেস,40,239,0.34632,0.0,1.17316
বলি,3309,1473,0.38711,0.02041,1.17315
তুষার,211,58,0.3461,0.0,1.17305
শিল্পী,232,476,0.346,0.0,1.173
দেশীয়,57,183,0.34583,0.0,1.17292
সৈনিক,256,280,0.36594,0.0101,1.17287
মেজাজে,46,64,0.34564,0.0,1.17282
মাইকেল,25,154,0.36565,0.0101,1.17273
রাজী,346,36,0.34546,0.0,1.17273
পরক্ষণে,222,530,0.34541,0.0,1.17271
এড়া,81,194,0.34535,0.0,1.17268
অর্থে,200,303,0.36548,0.0101,1.17264
যেভাবে,305,917,0.45055,0.05263,1.17264
সীম,72,146,0.36521,0.0101,1.17251
ব্যাস,66,123,0.34498,0.0,1.17249
নিয়ত,82,54,0.34492,0.0,1.17246
খেয়াল,732,1048,0.36497,0.0101,1.17238
মৈত্রী,25,24,0.34472,0.0,1.17236
হাইকোর্ট,42,251,0.3855,0.02041,1.17234
নেতা,626,1989,0.38545,0.02041,1.17232
বেজ,33,46,0.34462,0.0,1.17231
অঙ্গ,309,129,0.36478,0.0101,1.17229
রোম,40,54,0.34456,0.0,1.17228
মাতামাতি,62,23,0.34451,0.0,1.17225
নিক,70,214,0.34438,0.0,1.17219
মিটা,35,235,0.38512,0.02041,1.17215
আমন,42,26,0.34429,0.0,1.17214
ভঙ্গুর,20,64,0.34417,0.0,1.17208
শর্মা,93,253,0.38483,0.02041,1.17201
বাহবা,85,25,0.34398,0.0,1.17199
ছড়ি,85,28,0.34394,0.0,1.17197
বাড়ালে,30,55,0.36408,0.0101,1.17194
মোটামু,326,471,0.34382,0.0,1.17191
অংশীদ,61,90,0.34377,0.0,1.17189
সিনেম,116,434,0.40548,0.03093,1.17181
জারি,95,372,0.34341,0.0,1.1717
রামায়ণ,109,56,0.34337,0.0,1.17168
সেনের,341,142,0.34336,0.0,1.17168
স্পা,23,76,0.34336,0.0,1.17168
এভাবে,703,1618,0.36343,0.0101,1.17162
তরুণীর,63,121,0.36337,0.0101,1.17158
দেও,189,59,0.3431,0.0,1.17155
কোষ,29,125,0.34303,0.0,1.17152
ঘোষণ,20,217,0.36317,0.0101,1.17149
পড়াশোনা,48,433,0.36294,0.0101,1.17137
অজয়,26,57,0.34242,0.0,1.17121
অর্পণ,35,120,0.34237,0.0,1.17119
হারাল,21,88,0.34236,0.0,1.17118
সিঙ্গাপুরে,26,42,0.34229,0.0,1.17114
গুরুত্বপূর্ণ,66,1880,0.38302,0.02041,1.1711
পরিষ,40,469,0.38285,0.02041,1.17101
সালে,251,2228,0.38277,0.02041,1.17098
তরে,125,47,0.34194,0.0,1.17097
তান্ত্রিক,78,133,0.36213,0.0101,1.17096
ভবনে,29,180,0.36213,0.0101,1.17096
দিশাহা,62,34,0.34187,0.0,1.17094
কেন্দ্র,197,885,0.36194,0.0101,1.17087
ইউরোপীয়,32,202,0.34171,0.0,1.17086
শেয়,82,325,0.40331,0.03093,1.17073
ইংরিজি,112,25,0.34135,0.0,1.17068
হীর,417,178,0.42464,0.04167,1.17066
বুলি,185,40,0.3412,0.0,1.1706
পাল্টে,44,264,0.36139,0.0101,1.17059
কিল,107,245,0.3819,0.02041,1.17054
কুলি,328,28,0.34109,0.0,1.17054
আপা,488,195,0.3612,0.0101,1.1705
মঞ্চে,49,311,0.34094,0.0,1.17047
আঁখি,70,33,0.38174,0.02041,1.17046
গোপাল,235,85,0.34088,0.0,1.17044
ক্যান,118,287,0.36105,0.0101,1.17042
আসামি,97,969,0.42396,0.04167,1.17032
বিরোধী,123,466,0.38144,0.02041,1.17031
পিস,22,121,0.34052,0.0,1.17026
প্রেমিক,159,377,0.38111,0.02041,1.17015
অন্যতম,180,927,0.38104,0.02041,1.17011
শুরুতে,25,190,0.34015,0.0,1.17008
ঝি,240,28,0.34009,0.0,1.17004
নন্দিনী,33,154,0.34006,0.0,1.17003
একদম,416,1343,0.34004,0.0,1.17002
পাওয়ায়,32,112,0.34005,0.0,1.17002
কয়েদি,297,51,0.33999,0.0,1.16999
তল্লাশি,24,128,0.33996,0.0,1.16998
বিস্তারিত,64,545,0.36014,0.0101,1.16997
অদূরে,270,59,0.33989,0.0,1.16995
সান্ধ্য,22,26,0.33984,0.0,1.16992
দূত,138,82,0.33983,0.0,1.16991
সভাপতি,142,996,0.35994,0.0101,1.16987
সাক্ষ্য,174,150,0.33974,0.0,1.16987
মহীতোষ,334,23,0.33957,0.0,1.16979
অমৃত,268,120,0.38036,0.02041,1.16977
আক্রান্ত,58,584,0.38025,0.02041,1.16972
ম্যা,52,36,0.35955,0.0101,1.16967
ঈশ্বর,881,563,0.42266,0.04167,1.16966
দৃঢ়ভাবে,43,38,0.33932,0.0,1.16966
যেটি,32,98,0.3391,0.0,1.16955
পুলিস,304,30,0.33908,0.0,1.16954
বিবৃতি,66,548,0.35911,0.0101,1.16945
সুবিধা,271,812,0.3389,0.0,1.16945
চাঁদে,75,45,0.33885,0.0,1.16943
বৈদেশিক,32,169,0.33878,0.0,1.16939
একরকম,374,270,0.35891,0.0101,1.16935
তৃতীয়,406,913,0.37937,0.02041,1.16928
মোল্লা,95,186,0.35877,0.0101,1.16928
ছত্রিশ,41,23,0.3587,0.0101,1.16925
হোম,58,203,0.35868,0.0101,1.16924
ফাঁ,691,478,0.35858,0.0101,1.16919
দিল্লীর,59,58,0.33831,0.0,1.16915
সাদেক,106,26,0.33831,0.0,1.16915
ফ্রি,60,207,0.35806,0.0101,1.16893
রেওয়াজ,89,43,0.33786,0.0,1.16893
সাথী,87,34,0.35807,0.0101,1.16893
ল্যাবরেটরি,81,152,0.35795,0.0101,1.16887
নানাবিধ,61,30,0.33766,0.0,1.16883
অকাল,23,47,0.33763,0.0,1.16881
ভট্টাচার্য,133,165,0.35763,0.0101,1.16871
গেলো,159,441,0.33731,0.0,1.16866
মনিব,190,25,0.33729,0.0,1.16865
জেনারেল,109,783,0.37795,0.02041,1.16857
তৎক্ষণাৎ,321,104,0.33705,0.0,1.16853
আসছি,57,93,0.33703,0.0,1.16852
আদলে,25,58,0.33697,0.0,1.16848
মোহাম্মদ,183,1167,0.37778,0.02041,1.16848
কিশোরী,122,198,0.37774,0.02041,1.16846
প্রিয়,387,917,0.33686,0.0,1.16843
স্লিপ,40,62,0.35707,0.0101,1.16843
অজুহা,35,72,0.33682,0.0,1.16841
গরুর,128,438,0.3569,0.0101,1.16835
মস্তিষ্,39,134,0.35691,0.0101,1.16835
রজনী,92,24,0.33666,0.0,1.16833
ইতিমধ্যেই,126,126,0.33649,0.0,1.16824
গাইড,27,139,0.33649,0.0,1.16824
সম্মেলনে,33,650,0.35651,0.0101,1.16815
সাধন,585,399,0.44152,0.05263,1.16813
কবি,1388,867,0.39804,0.03093,1.16809
ব্রাউন,74,38,0.35637,0.0101,1.16808
পূর্বাভাস,29,107,0.33612,0.0,1.16806
মিল,798,743,0.39782,0.03093,1.16798
ফাঁকি,357,165,0.37673,0.02041,1.16796
ভিত্তি,259,884,0.35609,0.0101,1.16795
বায়না,142,63,0.33588,0.0,1.16794
উহ,104,21,0.33573,0.0,1.16787
নায়েব,140,106,0.33573,0.0,1.16787
শুভ,127,162,0.33575,0.0,1.16787
হেড,91,213,0.35593,0.0101,1.16787
শীঘ্র,269,39,0.33571,0.0,1.16786
দ্বিগুণ,107,177,0.33562,0.0,1.16781
আওয়ামী,475,881,0.39744,0.03093,1.16779
চলাচল,106,635,0.35575,0.0101,1.16777
সিদ্ধ,97,138,0.33553,0.0,1.16776
হ্যামিলটন,101,32,0.33547,0.0,1.16773
চাকর,849,93,0.37623,0.02041,1.16771
মোয়াজ্জেম,24,40,0.33538,0.0,1.16769
নিরাপত্তা,92,878,0.37614,0.02041,1.16766
জগদীশ,64,88,0.33521,0.0,1.16761
আস্ত,286,175,0.33517,0.0,1.16759
পরিদর্শন,43,271,0.33518,0.0,1.16759
দরবারে,90,137,0.33514,0.0,1.16757
অনিচ্ছুক,29,44,0.33509,0.0,1.16755
এনায়েত,24,57,0.33502,0.0,1.16751
সেইখানে,144,69,0.33502,0.0,1.16751
অয়েল,43,67,0.33498,0.0,1.16749
সীমিত,55,286,0.33495,0.0,1.16747
হাই,269,407,0.33492,0.0,1.16746
চোট,96,308,0.33471,0.0,1.16736
প্রশ্নোত্তর,23,73,0.33456,0.0,1.16728
ফোনে,111,573,0.35467,0.0101,1.16724
ভাগ্য,519,571,0.3963,0.03093,1.16722
গৌড়,101,23,0.33429,0.0,1.16714
আনতে,28,35,0.33422,0.0,1.16711
সিক,34,20,0.33408,0.0,1.16704
অংশুমান,161,36,0.33399,0.0,1.167
সাথে,1812,7431,0.35418,0.0101,1.16699
কবুল,81,61,0.33395,0.0,1.16698
অমূল্য,133,62,0.33379,0.0,1.1669
পর্দায়,49,194,0.33379,0.0,1.16689
ছন্দে,83,74,0.33375,0.0,1.16687
আশ্রম,312,131,0.3744,0.02041,1.16679
মাহবুব,36,223,0.33348,0.0,1.16674
দুর্ভোগ,44,81,0.33335,0.0,1.16668
সুকুমার,81,178,0.35355,0.0101,1.16667
ফলাফল,58,533,0.33331,0.0,1.16666
সার্জেন্ট,27,252,0.33321,0.0,1.16661
মুখোপাধ্যায়,44,165,0.39505,0.03093,1.1666
হাসপাতাল,303,1847,0.37395,0.02041,1.16657
লীগ,890,875,0.39495,0.03093,1.16655
বুড়োর,152,121,0.33303,0.0,1.16652
সির,24,21,0.33301,0.0,1.16651
ইদ্র,253,45,0.33296,0.0,1.16648
নিশ্চয়,3192,2576,0.35307,0.0101,1.16643
পিকনিক,70,36,0.33286,0.0,1.16643
বাধা,1479,1087,0.39472,0.03093,1.16643
আমূল,35,62,0.33281,0.0,1.16641
পরিমাণ,175,726,0.35302,0.0101,1.16641
তোয়াক্কা,43,42,0.33276,0.0,1.16638
নীর,700,608,0.37348,0.02041,1.16633
মাউন্ট,26,56,0.33243,0.0,1.16621
সাধ,477,167,0.35262,0.0101,1.16621
যমুন,48,53,0.33236,0.0,1.16618
চালান,205,286,0.37313,0.02041,1.16616
লাতিন,26,44,0.33216,0.0,1.16608
আহাদ,29,20,0.33212,0.0,1.16606
দাখিল,45,136,0.35225,0.0101,1.16602
বনানীর,43,48,0.33196,0.0,1.16598
ভবানীপুর,50,46,0.33194,0.0,1.16597
বিনিময়,126,177,0.33181,0.0,1.1659
চৌধুরি,34,60,0.33176,0.0,1.16588
রিপোর্,42,69,0.35194,0.0101,1.16587
জোরদ,21,239,0.33173,0.0,1.16586
জিত,122,499,0.3518,0.0101,1.1658
লেকচ,29,82,0.3316,0.0,1.1658
অল্প,928,975,0.37239,0.02041,1.16579
যুক্তিতর্ক,43,28,0.3315,0.0,1.16575
অভিনয়,419,851,0.4367,0.05263,1.16572
নির্গত,51,31,0.33144,0.0,1.16572
ঐশ্বর্য,278,44,0.35157,0.0101,1.16568
ডোর,31,64,0.33135,0.0,1.16568
দান,664,309,0.35156,0.0101,1.16568
রক্ষা,765,869,0.37207,0.02041,1.16563
পোস্,45,101,0.35139,0.0101,1.1656
মুজিব,45,107,0.39295,0.03093,1.16555
পাইলে,101,27,0.37186,0.02041,1.16552
জাপান,56,263,0.4143,0.04167,1.16548
প্রতিব,44,209,0.33095,0.0,1.16548
সুবোধ,213,35,0.33096,0.0,1.16548
ভাটা,98,94,0.33094,0.0,1.16547
যতদূর,313,135,0.33089,0.0,1.16544
অসাধারণ,176,402,0.39264,0.03093,1.16539
নামকরণ,57,182,0.35078,0.0101,1.16529
আজক,899,789,0.35076,0.0101,1.16528
কমলেশ,64,549,0.3305,0.0,1.16525
থিওরি,20,59,0.33048,0.0,1.16524
বহুদিন,316,288,0.37124,0.02041,1.16521
জাদু,97,146,0.35061,0.0101,1.1652
আনুষঙ্গিক,42,35,0.3302,0.0,1.1651
আল্লা,230,130,0.3504,0.0101,1.1651
নোক,54,47,0.33021,0.0,1.1651
পাত্র,395,289,0.33013,0.0,1.16507
একদি,361,389,0.35033,0.0101,1.16506
নিষ্পত্তি,23,99,0.33008,0.0,1.16504
আসমান,51,23,0.33007,0.0,1.16503
কুন্তলা,126,38,0.33003,0.0,1.16501
এদেশ,381,92,0.35018,0.0101,1.16499
দুম,124,123,0.35015,0.0101,1.16497
ডা,97,257,0.32992,0.0,1.16496
কঠিন,1177,2065,0.37066,0.02041,1.16492
সত্যবতী,119,42,0.32978,0.0,1.16489
যিশুর,20,62,0.32973,0.0,1.16486
শিক্ষা,559,1203,0.37043,0.02041,1.16481
আধুনিক,403,767,0.34976,0.0101,1.16478
অটল,134,55,0.32947,0.0,1.16474
সাপে,47,90,0.34963,0.0101,1.16471
সেইজন্য,71,46,0.32942,0.0,1.16471
দীর্ঘকাল,159,40,0.32937,0.0,1.16468
একখানা,934,457,0.37008,0.02041,1.16463
দোলা,157,137,0.39088,0.03093,1.16451
গান্ধীর,23,34,0.32901,0.0,1.1645
সামনাসামনি,71,57,0.32899,0.0,1.1645
যাবতীয়,161,215,0.32893,0.0,1.16447
ঝুঁকি,46,839,0.3489,0.0101,1.16435
দুর,146,69,0.32869,0.0,1.16434
পুরোহিত,68,188,0.32866,0.0,1.16433
ক্যাপ্ট,146,299,0.34884,0.0101,1.16432
বিস্ত,209,206,0.34885,0.0101,1.16432
ঘুঘু,83,45,0.3284,0.0,1.1642
আরো,2044,2489,0.34855,0.0101,1.16417
যেদিন,621,375,0.36908,0.02041,1.16413
দোসর,52,37,0.32823,0.0,1.16412
চড়া,303,229,0.3484,0.0101,1.1641
প্রাঙ্গণ,25,43,0.32818,0.0,1.16409
সীতা,142,51,0.32785,0.0,1.16392
সামরিক,116,1088,0.34793,0.0101,1.16387
হোমস,20,59,0.34791,0.0101,1.16385
দেশি,51,135,0.3276,0.0,1.1638
আহ,275,133,0.32758,0.0,1.16379
ওঠানামা,41,112,0.32754,0.0,1.16377
লুৎফর,93,27,0.38937,0.03093,1.16376
রক্ষী,101,60,0.32751,0.0,1.16375
রেবা,23,35,0.32739,0.0,1.16369
শুদ্ধ,195,186,0.32738,0.0,1.16369
আত্ম,237,133,0.32732,0.0,1.16366
আরোহী,59,108,0.32731,0.0,1.16365
কল্যাণে,53,99,0.3475,0.0101,1.16365
সুদীর্ঘ,112,43,0.34745,0.0101,1.16362
শা,24,46,0.32718,0.0,1.16359
লেক,68,253,0.34735,0.0101,1.16357
পোল,34,66,0.3472,0.0101,1.1635
তওবা,35,65,0.34713,0.0101,1.16346
একযোগে,44,70,0.32679,0.0,1.1634
অধিকারীর,32,28,0.32676,0.0,1.16338
দীনেশ,35,38,0.32676,0.0,1.16338
কোম্পানি,163,776,0.34695,0.0101,1.16337
দীর্ঘদিন,149,856,0.36755,0.02041,1.16337
ক্যাবিনেট,22,35,0.3267,0.0,1.16335
সেও,1004,523,0.32666,0.0,1.16333
ঋণ,124,788,0.34685,0.0101,1.16332
হাতে,241,225,0.32661,0.0,1.16331
জাত,809,310,0.34681,0.0101,1.1633
সিনিয়র,28,307,0.34674,0.0101,1.16327
এলাকা,115,914,0.34659,0.0101,1.16319
কারবার,325,78,0.36719,0.02041,1.16318
ঠাকুরপো,74,216,0.32635,0.0,1.16318
আমেরিকায়,53,278,0.34648,0.0101,1.16314
তাড়াহুড়ো,60,121,0.32628,0.0,1.16314
বিধির,23,25,0.32628,0.0,1.16314
হেঁ,206,44,0.36708,0.02041,1.16313
অফিস,625,1524,0.4314,0.05263,1.16307
বেশ্যা,61,90,0.34632,0.0101,1.16306
আড়ি,58,37,0.32601,0.0,1.163
কাশবন,30,25,0.32593,0.0,1.16296
হাবা,32,20,0.32584,0.0,1.16292
লড়াইয়,52,118,0.3258,0.0,1.1629
নাড়ু,80,39,0.32577,0.0,1.16289
লিভ,24,147,0.32575,0.0,1.16288
ব্রিটিশ,150,449,0.3257,0.0,1.16285
অলঙ্ক,72,32,0.34581,0.0101,1.1628
চিনি,542,538,0.34575,0.0101,1.16277
কতকাল,128,32,0.32542,0.0,1.16271
আকারে,181,189,0.34545,0.0101,1.16263
ধরুন,178,216,0.32522,0.0,1.16261
অকারণে,217,112,0.32514,0.0,1.16257
কাফে,162,33,0.36594,0.02041,1.16256
কারখ,257,128,0.36592,0.02041,1.16255
শঙ্কিত,132,46,0.3251,0.0,1.16255
বেগম,424,1307,0.40839,0.04167,1.16253
অনন্ত,190,216,0.36583,0.02041,1.16251
দোহা,251,88,0.34521,0.0101,1.1625
আক্রমণে,44,94,0.32497,0.0,1.16249
নিরাপদ,222,685,0.34516,0.0101,1.16248
ফাদা,92,231,0.34514,0.0101,1.16247
পঞ্চানন,98,20,0.3249,0.0,1.16245
সোজাসুজি,172,64,0.34509,0.0101,1.16244
পাকিস্তানি,24,186,0.32483,0.0,1.16242
ফিরি,215,48,0.34498,0.0101,1.16239
দালাল,81,145,0.32475,0.0,1.16238
শিবু,305,23,0.32472,0.0,1.16236
তেত্রিশ,49,37,0.32461,0.0,1.16231
সায়েন্স,26,288,0.38647,0.03093,1.16231
জন্মদিনে,61,100,0.32455,0.0,1.16228
শক্তিশালী,85,929,0.34469,0.0101,1.16225
বলরাম,30,45,0.32441,0.0,1.16221
উইল,254,165,0.3652,0.02041,1.16219
বাধিয়ে,45,26,0.32438,0.0,1.16219
ডেপু,71,260,0.34455,0.0101,1.16218
মহাত্মা,81,20,0.34453,0.0101,1.16216
বক্তৃতা,349,189,0.34446,0.0101,1.16213
কেমনে,70,101,0.3242,0.0,1.1621
শামিল,44,59,0.32417,0.0,1.16209
উস,55,69,0.32415,0.0,1.16207
একখানি,247,21,0.32406,0.0,1.16203
নেমেছেন,24,69,0.32385,0.0,1.16193
পানে,888,61,0.38559,0.03093,1.16187
উঠি,694,158,0.32366,0.0,1.16183
আদেশ,488,650,0.32363,0.0,1.16181
যেহেতু,184,643,0.34381,0.0101,1.1618
সরকারি,322,1499,0.38536,0.03093,1.16175
দারোগা,383,45,0.34368,0.0101,1.16174
ডায়াল,21,169,0.32341,0.0,1.16171
পিন্টু,85,27,0.3234,0.0,1.1617
হৈমন্তী,1199,508,0.32337,0.0,1.16169
বঙ্গবন্ধু,113,107,0.36416,0.02041,1.16167
কোনও,122,126,0.32323,0.0,1.16162
টেলিগ্রাফ,25,24,0.32316,0.0,1.16158
পুতুল,600,478,0.34337,0.0101,1.16158
লিখছ,45,99,0.32306,0.0,1.16153
ঘণ্টায়,56,307,0.36377,0.02041,1.16148
রণজিৎ,64,65,0.34305,0.0101,1.16143
খাস,227,98,0.32284,0.0,1.16142
চিড়িয়াখানা,33,105,0.32283,0.0,1.16141
কার্যত,30,161,0.32278,0.0,1.16139
ভিজ,37,103,0.32269,0.0,1.16135
সার্টিফিকেট,58,154,0.32266,0.0,1.16133
কুন্তল,37,39,0.32248,0.0,1.16124
দেওয়ায়,32,116,0.32226,0.0,1.16113
প্রচারিত,56,83,0.32227,0.0,1.16113
বিদ্যমান,60,197,0.32226,0.0,1.16113
ঋতু,40,104,0.32215,0.0,1.16108
মোহর,133,42,0.34226,0.0101,1.16103
একটুখানি,371,134,0.32204,0.0,1.16102
দায়,412,513,0.38391,0.03093,1.16102
শুধুমাত্র,82,272,0.32201,0.0,1.16101
স্লোগান,37,228,0.34223,0.0101,1.16101
পাঠ,312,432,0.34217,0.0101,1.16099
অজ্ঞাত,213,88,0.34204,0.0101,1.16092
বন্দী,260,204,0.34202,0.0101,1.16091
ঝুলি,49,28,0.32181,0.0,1.1609
সমান,561,620,0.36246,0.02041,1.16082
সুখবর,28,46,0.32158,0.0,1.16079
উত্তপ্ত,92,105,0.34176,0.0101,1.16078
সম্ভাবনা,435,837,0.34174,0.0101,1.16077
প্রশ্নে,169,318,0.34165,0.0101,1.16073
গতির,38,98,0.32117,0.0,1.16059
বাড়ানো,48,345,0.36198,0.02041,1.16058
নিয়ন্ত্রিত,50,84,0.32097,0.0,1.16048
কঙ্কাল,206,101,0.32082,0.0,1.16041
আলী,523,1579,0.38263,0.03093,1.16039
খাদে,62,77,0.34096,0.0101,1.16038
জগা,61,44,0.32073,0.0,1.16037
রাতভর,37,50,0.32073,0.0,1.16036
এইব,359,218,0.32065,0.0,1.16032
কার্তিক,116,81,0.36137,0.02041,1.16028
প্রাইভেট,120,360,0.34074,0.0101,1.16027
বেত,116,60,0.3205,0.0,1.16025
বাড়িয়,40,74,0.34068,0.0101,1.16024
বিষম,230,48,0.32047,0.0,1.16023
তোমা,1909,1568,0.34063,0.0101,1.16021
দুর্ধর্ষ,69,56,0.32041,0.0,1.16021
অনুপস্থিতি,64,93,0.3204,0.0,1.1602
জ্ঞান,1114,909,0.38218,0.03093,1.16016
দেখবো,53,26,0.32028,0.0,1.16014
হারানো,111,159,0.34048,0.0101,1.16014
তালিকা,92,230,0.32012,0.0,1.16006
নায়িকা,34,154,0.34023,0.0101,1.16001
লাউ,28,84,0.34006,0.0101,1.15993
ভাষণ,41,82,0.31978,0.0,1.15989
মোড়ল,101,43,0.31977,0.0,1.15989
ফেলিক্স,21,32,0.31976,0.0,1.15988
টাইগ,44,37,0.31968,0.0,1.15984
আইনে,76,215,0.31953,0.0,1.15977
ব্যবধান,155,207,0.31951,0.0,1.15976
জমিন,39,94,0.31949,0.0,1.15975
টেক্কা,59,20,0.31946,0.0,1.15973
রোমাঞ্চিত,66,24,0.31941,0.0,1.15971
মাপ,268,353,0.31938,0.0,1.15969
খুনী,202,24,0.3192,0.0,1.1596
পরিস্থিতির,45,343,0.3394,0.0101,1.1596
মক্কা,36,61,0.31919,0.0,1.1596
প্রত্যাবর্তন,54,61,0.33931,0.0101,1.15956
রাষ্ট্রীয়,51,396,0.31908,0.0,1.15954
চট্টগ্রামে,92,134,0.31881,0.0,1.15941
গ্রীন,23,22,0.33901,0.0101,1.1594
আয়োজন,389,1161,0.35954,0.02041,1.15936
হুজুর,645,397,0.40202,0.04167,1.15934
অতর্কিত,53,31,0.33878,0.0101,1.15929
অফিসে,631,996,0.33875,0.0101,1.15928
বাংলায়,252,350,0.40187,0.04167,1.15927
তাবিজ,25,105,0.31842,0.0,1.15921
এসব,2140,4279,0.33858,0.0101,1.15919
নীতীশ,27,39,0.31838,0.0,1.15919
খাইব,29,22,0.31832,0.0,1.15916
রীতিমত,192,145,0.31831,0.0,1.15915
হাট,237,513,0.35908,0.02041,1.15913
শ্রীকান্ত,32,29,0.31821,0.0,1.15911
বিদঘুঁটে,26,36,0.31813,0.0,1.15906
মুলুক,62,21,0.33828,0.0101,1.15904
প্রফুল্ল,49,58,0.31786,0.0,1.15893
বিদ্রোহী,75,174,0.33804,0.0101,1.15892
অন্দর,96,24,0.31782,0.0,1.15891
কথাকাটাকা,20,55,0.3178,0.0,1.1589
প্রত্যাশা,125,265,0.31777,0.0,1.15889
বিকল্প,44,449,0.33793,0.0101,1.15886
ঈদ,30,331,0.3585,0.02041,1.15884
নামাজ,211,707,0.37953,0.03093,1.15884
প্রাণে,309,127,0.33782,0.0101,1.15881
কই,1053,882,0.3176,0.0,1.1588
ম্যাগাজিন,24,226,0.40092,0.04167,1.15879
স্বার্থে,86,220,0.31759,0.0,1.15879
প্রতিবেশী,159,281,0.35833,0.02041,1.15876
কমলেশের,25,92,0.31747,0.0,1.15874
বহুব,89,145,0.31748,0.0,1.15874
গুটি,121,91,0.33761,0.0101,1.1587
বিলি,55,167,0.3376,0.0101,1.1587
আঞ্চলিক,83,378,0.31733,0.0,1.15867
ঘনিষ্ঠতা,164,48,0.31728,0.0,1.15864
দুর্ঘটনায়,22,196,0.31729,0.0,1.15864
উপরন্তু,116,34,0.31727,0.0,1.15863
কালু,135,43,0.31724,0.0,1.15862
মুসলমান,1223,293,0.40055,0.04167,1.15861
চললে,105,116,0.31717,0.0,1.15858
পরিস্থিতি,129,1717,0.33735,0.0101,1.15858
বউয়,265,142,0.33735,0.0101,1.15858
পকেটম,44,21,0.31704,0.0,1.15852
একক,99,238,0.31697,0.0,1.15848
আশঙ্কা,259,454,0.33712,0.0101,1.15846
সচেতন,219,251,0.40026,0.04167,1.15846
ভিক্ষা,127,98,0.3169,0.0,1.15845
মহা,269,184,0.35771,0.02041,1.15844
পাঠান,152,173,0.31668,0.0,1.15834
ফাঁদ,133,182,0.42194,0.05263,1.15834
বাংল,592,400,0.35748,0.02041,1.15833
জনা,106,76,0.35746,0.02041,1.15832
হয়েছিলো,29,105,0.33684,0.0101,1.15832
কারাগারের,45,54,0.33678,0.0101,1.15829
স্থানীয়,184,2380,0.35738,0.02041,1.15828
পাঁচা,37,20,0.31653,0.0,1.15826
ময়দানে,62,114,0.33651,0.0101,1.15816
নড়বড়ে,50,56,0.31628,0.0,1.15814
প্রতিমা,41,65,0.31628,0.0,1.15814
দুনিয়,373,266,0.35703,0.02041,1.15811
ম্যানেজার,90,63,0.31609,0.0,1.15805
ছেলেটি,431,407,0.31602,0.0,1.15801
বিষয়ে,867,3380,0.35679,0.02041,1.15799
টাইপ,129,414,0.33611,0.0101,1.15795
নির,78,30,0.33608,0.0101,1.15794
সবুর,75,58,0.31573,0.0,1.15787
জাদুকর,127,128,0.33589,0.0101,1.15785
জাঁদরেল,67,20,0.33566,0.0101,1.15773
নবীর,49,32,0.31534,0.0,1.15767
প্রিন্সিপাল,23,129,0.31535,0.0,1.15767
গুণে,171,66,0.31521,0.0,1.15761
বাস,1086,1465,0.35604,0.02041,1.15761
