word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
পৈতৃক,147,67,0.30878,0.02041,1.13398
সম্বন্ধে,1149,302,0.37313,0.05263,1.13394
জয়গুন,24,34,0.26786,0.0,1.13393
ফুলির,125,43,0.28803,0.0101,1.13392
খেয়ালে,59,29,0.26776,0.0,1.13388
পরিব,1091,1132,0.4183,0.07527,1.13388
নির্গত,37,31,0.28792,0.0101,1.13386
অমূল্য,160,62,0.26769,0.0,1.13385
প্যান্ডেল,50,47,0.2879,0.0101,1.13385
শান্তনুর,49,63,0.26763,0.0,1.13382
ওপ্রান্ত,25,36,0.2878,0.0101,1.1338
ওটাকে,316,243,0.30836,0.02041,1.13377
শীতকালে,226,55,0.28772,0.0101,1.13376
জার্মানি,189,210,0.35084,0.04167,1.13375
বলেছিলুম,147,38,0.3083,0.02041,1.13374
মিথ,45,61,0.28768,0.0101,1.13374
অর্ধেক,763,446,0.32929,0.03093,1.13372
আমরা,965,389,0.30823,0.02041,1.13371
বন্দরে,189,82,0.26742,0.0,1.13371
ঘোল,57,30,0.28758,0.0101,1.13369
বাঁদর,336,115,0.32924,0.03093,1.13369
রাজাসাহেব,30,24,0.26736,0.0,1.13368
অস্ত্রোপচ,55,57,0.28755,0.0101,1.13367
বাস্তবে,247,330,0.30816,0.02041,1.13367
বাধ্য,1536,1030,0.32911,0.03093,1.13363
শেষমেশ,37,79,0.26726,0.0,1.13363
ছোটে,100,37,0.32903,0.03093,1.13359
স্বাস্থ্যকর,40,32,0.26719,0.0,1.13359
দলিল,171,112,0.30797,0.02041,1.13358
হুমকির,20,134,0.28736,0.0101,1.13358
শরণার্থী,76,74,0.26713,0.0,1.13356
খরচে,69,76,0.26703,0.0,1.13352
ব্যাট,215,167,0.35038,0.04167,1.13352
ন্যূনতম,31,160,0.26702,0.0,1.13351
আইয়ে,53,32,0.35032,0.04167,1.13349
ইংল্যান্ডে,138,48,0.28715,0.0101,1.13347
কানাডায়,23,35,0.26693,0.0,1.13346
মোটা,1934,633,0.30775,0.02041,1.13346
ট্রেনিং,416,185,0.28708,0.0101,1.13344
গড়িয়,55,37,0.2668,0.0,1.1334
দাঁড়ালে,246,94,0.30759,0.02041,1.13339
সুসংবাদ,69,41,0.26678,0.0,1.13339
যেদিন,855,375,0.32862,0.03093,1.13338
রেবেকার,24,109,0.26668,0.0,1.13334
কিট,45,35,0.26664,0.0,1.13332
এইটুকুই,88,31,0.26662,0.0,1.13331
আয়না,567,197,0.32843,0.03093,1.13329
ডেরায়,80,32,0.26657,0.0,1.13328
পুর,170,92,0.30735,0.02041,1.13327
লেড,43,20,0.28673,0.0101,1.13327
সবকিছুর,130,154,0.26654,0.0,1.13327
চাইত,262,135,0.28673,0.0101,1.13326
অপর্ণ,125,54,0.2867,0.0101,1.13325
বানাব,58,23,0.26644,0.0,1.13322
আরএকব,111,45,0.26641,0.0,1.13321
ডিকশনারি,75,42,0.26641,0.0,1.13321
উপস্থাপন,83,341,0.30721,0.02041,1.1332
মাঝেমধ্যে,369,395,0.30722,0.02041,1.1332
উপহার,58,27,0.26638,0.0,1.13319
অস্বীক,669,346,0.26636,0.0,1.13318
আখ্যা,39,81,0.26635,0.0,1.13318
জিতলে,35,59,0.34968,0.04167,1.13317
আর্টিস্ট,148,71,0.28652,0.0101,1.13316
ঐটা,56,20,0.26628,0.0,1.13314
কোঠায়,28,44,0.28649,0.0101,1.13314
প্রভু,569,107,0.32814,0.03093,1.13314
উপস্থিত,1451,1457,0.28646,0.0101,1.13313
গবেষণ,227,290,0.26623,0.0,1.13312
আচমকা,1052,877,0.30704,0.02041,1.13311
খুচ,41,79,0.26616,0.0,1.13308
নানির,69,64,0.30698,0.02041,1.13308
সাহেব,7925,2017,0.30694,0.02041,1.13306
আসুক,439,138,0.30692,0.02041,1.13305
পিপ,31,36,0.26609,0.0,1.13305
রাতদুপুরে,74,21,0.26609,0.0,1.13305
অবগত,34,93,0.28625,0.0101,1.13302
আসাম,224,106,0.37129,0.05263,1.13301
গেলা,35,25,0.26602,0.0,1.13301
আমূল,120,62,0.2862,0.0101,1.133
জাগরণ,68,33,0.26593,0.0,1.13297
আহ্লাদ,83,29,0.28611,0.0101,1.13295
ছোটোখাটো,85,28,0.28611,0.0101,1.13295
রবীন্দ্র,190,46,0.32775,0.03093,1.13295
ওঝা,171,52,0.30668,0.02041,1.13293
পেরোনোর,20,30,0.26586,0.0,1.13293
ট্রিপ,86,73,0.3277,0.03093,1.13292
সার্বক্ষণিক,24,79,0.26577,0.0,1.13289
নেটিভ,58,33,0.26572,0.0,1.13286
চালিয়েছেন,34,40,0.26571,0.0,1.13285
পুজোয়,131,52,0.2657,0.0,1.13285
ধরেছি,122,74,0.26568,0.0,1.13284
কংগ্রেসের,165,164,0.3489,0.04167,1.13279
দেখালে,195,73,0.30638,0.02041,1.13278
শুনেছি,317,185,0.3274,0.03093,1.13277
লে,134,80,0.30631,0.02041,1.13275
অশালীন,44,36,0.28567,0.0101,1.13273
বিষ,867,445,0.39311,0.06383,1.13273
আগ্রাসন,21,117,0.26544,0.0,1.13272
দিশি,193,39,0.34875,0.04167,1.13271
মূলত,161,792,0.30622,0.02041,1.1327
সুতা,39,44,0.26541,0.0,1.1327
কেলো,43,25,0.26537,0.0,1.13268
ডেট,97,57,0.26533,0.0,1.13267
ফিচ,52,33,0.28553,0.0101,1.13267
অক্টোবরে,25,47,0.28543,0.0101,1.13262
পাঠাল,176,148,0.28534,0.0101,1.13257
প্রত্যাখ্যান,251,128,0.28535,0.0101,1.13257
শ্রমিক,445,628,0.34844,0.04167,1.13256
ওতে,250,71,0.2853,0.0101,1.13255
তুললে,191,60,0.32696,0.03093,1.13255
ক্ষমতায়,194,347,0.30585,0.02041,1.13252
দীপক,47,68,0.28521,0.0101,1.1325
চুলোয়,63,24,0.26496,0.0,1.13248
ভরতি,320,149,0.28516,0.0101,1.13248
স্বর্গীয়,108,59,0.28509,0.0101,1.13244
ব্যক্তি,1215,2141,0.37013,0.05263,1.13243
হায়,661,309,0.32668,0.03093,1.13241
এতিম,32,35,0.26478,0.0,1.13239
ফাঁস,468,233,0.30559,0.02041,1.13239
অনিচ্ছায়,49,25,0.26476,0.0,1.13238
শিপিং,27,24,0.26477,0.0,1.13238
গুচ্,91,29,0.30556,0.02041,1.13237
ভাস্কর্য,91,69,0.30554,0.02041,1.13236
মানবে,133,34,0.26469,0.0,1.13234
উপদেশ,489,153,0.26466,0.0,1.13233
আসলে,4203,3840,0.28483,0.0101,1.13231
ইদর,43,63,0.26462,0.0,1.13231
রসুল,88,21,0.28481,0.0101,1.1323
ললিত,33,21,0.26459,0.0,1.1323
নিয়তির,106,38,0.26455,0.0,1.13228
মেহমান,106,39,0.26456,0.0,1.13228
ফিল্ড,138,134,0.28474,0.0101,1.13227
টাঙা,23,24,0.2645,0.0,1.13225
তেনারা,47,33,0.26444,0.0,1.13222
চি,80,22,0.34766,0.04167,1.13216
জীবন্ত,471,256,0.32618,0.03093,1.13216
অবসর,286,228,0.30509,0.02041,1.13214
কোনওভাবে,92,142,0.28447,0.0101,1.13214
হুঁশিয়,75,21,0.26426,0.0,1.13213
বডির,47,32,0.26422,0.0,1.13211
চোরডাকাত,153,39,0.26417,0.0,1.13209
নির্বিঘ্নে,84,54,0.26413,0.0,1.13207
মোল্লা,309,186,0.36939,0.05263,1.13206
পার্টি,937,606,0.36931,0.05263,1.13203
ভজনলাল,33,26,0.26402,0.0,1.13201
ম্যা,108,36,0.34733,0.04167,1.132
রোজ,2457,858,0.34732,0.04167,1.13199
নেশা,894,332,0.34723,0.04167,1.13195
মিতিনমাসি,131,87,0.26388,0.0,1.13194
গণ্ডগোল,544,108,0.32571,0.03093,1.13193
প্রসাধন,93,40,0.26385,0.0,1.13193
চার্জে,24,26,0.26384,0.0,1.13192
তাঁকে,93,58,0.26382,0.0,1.13191
মাউন্ট,44,56,0.26379,0.0,1.13189
দুলাভাইয়,54,26,0.26377,0.0,1.13188
টাঙ্গাইল,46,81,0.3256,0.03093,1.13187
ভাবলো,56,48,0.26375,0.0,1.13187
সেইজন্যেই,89,94,0.28395,0.0101,1.13187
অতিকায়,146,32,0.26373,0.0,1.13186
উৎফুল্ল,112,28,0.26369,0.0,1.13185
নাভি,87,34,0.3045,0.02041,1.13184
জেনারেল,705,783,0.36893,0.05263,1.13183
মুহম্মদ,90,75,0.28386,0.0101,1.13183
পদ্মা,91,197,0.39125,0.06383,1.13179
প্রবলভাবে,95,33,0.26357,0.0,1.13178
ছন্দে,64,74,0.26355,0.0,1.13177
নানু,22,38,0.26354,0.0,1.13177
ছাড়ো,258,48,0.32538,0.03093,1.13176
অনর্থক,101,22,0.2635,0.0,1.13175
আইতে,31,21,0.28371,0.0101,1.13175
চৈতি,32,36,0.26348,0.0,1.13174
ওয়াক,102,44,0.26343,0.0,1.13172
রোমাঞ্চিত,49,24,0.2634,0.0,1.1317
অব্যাহত,56,371,0.28358,0.0101,1.13169
রকেট,163,78,0.3042,0.02041,1.13169
পোড়ানো,60,27,0.28357,0.0101,1.13168
সিদ্ধি,58,34,0.28357,0.0101,1.13168
বুঝা,75,45,0.28353,0.0101,1.13166
মৌলিক,235,260,0.26332,0.0,1.13166
মজুত,82,205,0.30412,0.02041,1.13165
থৈ,45,23,0.26329,0.0,1.13164
প্রাঙ্গণে,50,90,0.28346,0.0101,1.13163
সাফা,84,71,0.26324,0.0,1.13162
পুলকিত,62,23,0.26321,0.0,1.13161
সুচরিত,20,48,0.26321,0.0,1.13161
অফিসে,2140,996,0.30401,0.02041,1.1316
ইন্টারনেট,49,214,0.2834,0.0101,1.1316
থিয়োরি,48,96,0.30398,0.02041,1.13158
সহায়ক,47,111,0.26316,0.0,1.13158
তৃতীয়,964,913,0.36841,0.05263,1.13157
উৎপাদিত,67,91,0.30392,0.02041,1.13155
শাশুড়ির,119,23,0.26308,0.0,1.13154
আনাড়ি,61,22,0.26306,0.0,1.13153
চোক,26,25,0.26303,0.0,1.13152
পার্বত্য,67,158,0.30386,0.02041,1.13152
জননী,232,63,0.28322,0.0101,1.13151
হালকাভাবে,88,26,0.26301,0.0,1.13151
নেক,32,22,0.30381,0.02041,1.1315
জটিলতায়,21,79,0.26299,0.0,1.13149
ওগো,201,26,0.28315,0.0101,1.13147
মণীষা,50,22,0.28308,0.0101,1.13144
মানায়,359,93,0.3037,0.02041,1.13144
ফরিদপুর,41,182,0.32471,0.03093,1.13143
ময়দান,124,57,0.30366,0.02041,1.13142
খেলেছিল,21,20,0.2628,0.0,1.1314
নাগাড়ে,48,22,0.26277,0.0,1.13138
সামনাসামনি,180,57,0.28293,0.0101,1.13136
অপেক্ষমাণ,25,27,0.2627,0.0,1.13135
নীর,400,608,0.43658,0.08696,1.13133
মাকড়সা,144,46,0.28281,0.0101,1.13131
ইদানীং,651,164,0.36787,0.05263,1.1313
ক্ষুরধ,44,31,0.2626,0.0,1.1313
বাড়ালে,73,55,0.32445,0.03093,1.1313
ফজলু,148,44,0.28277,0.0101,1.13128
স্বরূপ,203,100,0.28272,0.0101,1.13126
গভর্নমেন্ট,206,51,0.28268,0.0101,1.13124
ক্রিম,116,69,0.30323,0.02041,1.13121
নেশাগ্রস্ত,55,27,0.26239,0.0,1.1312
লড়াই,41,40,0.2624,0.0,1.1312
ব্রোঞ্জ,56,29,0.28258,0.0101,1.13119
বিউ,107,71,0.34566,0.04167,1.13116
বেমালুম,80,54,0.26224,0.0,1.13112
অলীক,122,37,0.28242,0.0101,1.13111
জ্বীন,87,25,0.28243,0.0101,1.13111
মাছির,75,20,0.28243,0.0101,1.13111
রিপিট,33,32,0.26219,0.0,1.1311
দেহরক্ষী,101,37,0.26218,0.0,1.13109
উচিৎ,72,74,0.26213,0.0,1.13106
পেচ্ছাপ,58,24,0.26212,0.0,1.13106
মউ,56,107,0.2621,0.0,1.13105
পুত,62,30,0.26206,0.0,1.13103
অন্যে,205,56,0.30279,0.02041,1.13099
কড়াকড়ি,58,39,0.26198,0.0,1.13099
দাগি,33,24,0.26192,0.0,1.13096
পেরু,37,30,0.26191,0.0,1.13095
ছেমড়ি,37,25,0.26178,0.0,1.13089
রেশন,61,24,0.28198,0.0101,1.13089
নেপোলিয়ন,25,20,0.26176,0.0,1.13088
ধাঁধ,99,20,0.26172,0.0,1.13086
রূপান্তরিত,195,93,0.28191,0.0101,1.13086
নোং,807,344,0.32352,0.03093,1.13083
প্যারিসে,95,38,0.26165,0.0,1.13083
নাস্তিক,192,59,0.28185,0.0101,1.13082
ট্র্যাক,53,60,0.2616,0.0,1.1308
গুন,277,158,0.3024,0.02041,1.13079
কোনখানে,47,30,0.26152,0.0,1.13076
দুচারজন,189,31,0.2817,0.0101,1.13075
যশোর,102,150,0.30227,0.02041,1.13073
রশীদ,120,96,0.28165,0.0101,1.13073
ফ্লোর,75,89,0.32329,0.03093,1.13072
পেয়াদা,39,52,0.26131,0.0,1.13066
অ্যাকাউন্ট,142,164,0.30211,0.02041,1.13065
প্রবাহিত,114,75,0.28151,0.0101,1.13065
কটাক্ষ,58,26,0.28146,0.0101,1.13063
খবরে,145,155,0.32307,0.03093,1.13061
তিব্বতি,69,89,0.30204,0.02041,1.13061
ভিক্ষা,301,98,0.28141,0.0101,1.13061
বিহারীলাল,96,39,0.26118,0.0,1.13059
কবলে,48,62,0.28134,0.0101,1.13057
ইনস্পেক্টর,72,26,0.28133,0.0101,1.13056
ভিটা,40,27,0.26111,0.0,1.13056
ইসলামি,46,247,0.2611,0.0,1.13055
গঞ্জে,78,46,0.2813,0.0101,1.13055
অমানুষিক,138,54,0.32288,0.03093,1.13051
বাণিজ্যিক,39,266,0.26101,0.0,1.13051
ভদ্রলোক,4335,1334,0.30178,0.02041,1.13048
গোল্লা,38,26,0.26092,0.0,1.13046
পলকা,70,35,0.26091,0.0,1.13046
তুলা,35,43,0.26089,0.0,1.13044
সভায়,241,479,0.34421,0.04167,1.13044
নাপিত,116,76,0.30168,0.02041,1.13043
কাজী,55,229,0.30166,0.02041,1.13042
তামান্না,105,26,0.28102,0.0101,1.13041
তৃতীয়ব,56,35,0.26081,0.0,1.1304
চিনি,1541,538,0.32264,0.03093,1.13039
সার্ভে,36,38,0.26076,0.0,1.13038
আলেকজান্ড,28,38,0.26074,0.0,1.13037
পুরুষে,267,42,0.28088,0.0101,1.13034
ফ্রি,247,207,0.32253,0.03093,1.13034
বুট,191,154,0.32253,0.03093,1.13034
শ্রীমান,43,20,0.26065,0.0,1.13033
নির্দেশ,1616,1271,0.3225,0.03093,1.13032
আজব,135,114,0.30144,0.02041,1.13031
রজনী,82,24,0.28082,0.0101,1.13031
অনিশ্চিত,220,130,0.2606,0.0,1.1303
আধম,79,25,0.28081,0.0101,1.1303
জনপ্রিয়তা,69,158,0.2606,0.0,1.1303
দেশি,114,135,0.32239,0.03093,1.13027
কংগ্রেস,135,278,0.34385,0.04167,1.13026
মজে,56,27,0.26052,0.0,1.13026
সংস্থান,52,20,0.26049,0.0,1.13024
নিরাপত্ত,232,270,0.28066,0.0101,1.13023
আনছ,36,21,0.28063,0.0101,1.13021
আফসোস,197,138,0.28062,0.0101,1.13021
মোকাবিলা,112,178,0.26034,0.0,1.13017
নাছোড়বান্দা,56,26,0.26031,0.0,1.13016
বায়,49,20,0.26025,0.0,1.13013
মাকড়শা,50,27,0.26023,0.0,1.13011
জি,1743,780,0.32202,0.03093,1.13008
পজিটিভ,70,38,0.28036,0.0101,1.13008
প্রশংসা,556,385,0.30097,0.02041,1.13008
বাড়ায়,98,120,0.28035,0.0101,1.13008
লক্ষ্মী,420,69,0.30098,0.02041,1.13008
হিট,93,76,0.26015,0.0,1.13008
অটুট,87,59,0.26012,0.0,1.13006
সহকারে,49,20,0.26003,0.0,1.13002
কিং,72,139,0.34336,0.04167,1.13001
বোঝানোর,129,110,0.2802,0.0101,1.13
সাজিয়,53,24,0.26001,0.0,1.13
অপকর্ম,65,37,0.25996,0.0,1.12998
শেষব,194,110,0.25995,0.0,1.12997
ধুক,67,35,0.32173,0.03093,1.12994
অশ্লীল,200,106,0.32171,0.03093,1.12993
উদ্দীন,34,97,0.30068,0.02041,1.12993
নির্ভুল,98,43,0.30066,0.02041,1.12992
সিনেমা,608,953,0.36511,0.05263,1.12992
অপারেটর,97,88,0.27999,0.0101,1.12989
ইজ্জত,80,35,0.25976,0.0,1.12988
পরিমাণ,580,726,0.32162,0.03093,1.12988
ফুপু,153,42,0.27996,0.0101,1.12988
জিজ্ঞাসাবাদ,82,227,0.27994,0.0101,1.12987
উদর,41,35,0.27992,0.0101,1.12986
গোড়ায়,273,90,0.38736,0.06383,1.12985
গেম,115,156,0.3005,0.02041,1.12984
চাইলো,107,50,0.25958,0.0,1.12979
কলসির,35,33,0.27972,0.0101,1.12976
শাস্ত্রে,101,24,0.25953,0.0,1.12976
অনড়,115,51,0.2797,0.0101,1.12975
অস্ত্রধারী,38,52,0.25949,0.0,1.12974
যুদ্ধ,1753,2011,0.34282,0.04167,1.12974
দক্ষতায়,28,46,0.25946,0.0,1.12973
বর্ণমালা,35,24,0.25946,0.0,1.12973
নিমেষের,29,32,0.25941,0.0,1.12971
মিডিয়,33,71,0.25938,0.0,1.12969
আফজাল,68,49,0.25937,0.0,1.12968
ঝুম,157,47,0.27951,0.0101,1.12966
ঠিকমত,122,26,0.25927,0.0,1.12963
প্রক্রিয়া,441,675,0.34259,0.04167,1.12963
তৃণা,69,27,0.25923,0.0,1.12962
অতর্কিত,23,31,0.30003,0.02041,1.12961
প্রকারে,28,27,0.25918,0.0,1.12959
হেলপ,52,32,0.25913,0.0,1.12957
মুড,77,46,0.25911,0.0,1.12956
ভেবেছিল,571,351,0.32096,0.03093,1.12955
নোক,95,47,0.25907,0.0,1.12954
বৈদেশিক,30,169,0.29989,0.02041,1.12954
মহড়া,87,52,0.25908,0.0,1.12954
উন্মা,87,48,0.27926,0.0101,1.12953
বান্ধবীর,125,56,0.25905,0.0,1.12952
রুদ্ধশ্বাস,23,38,0.259,0.0,1.1295
ম্যানেজার,178,63,0.27918,0.0101,1.12949
অকারণে,433,112,0.32082,0.03093,1.12948
ছানাবড়া,47,22,0.25897,0.0,1.12948
ভীতিকর,65,34,0.27915,0.0101,1.12948
প্রকাশ্যে,243,291,0.29973,0.02041,1.12946
ঢাক,240,124,0.32074,0.03093,1.12944
দ্যান,190,37,0.25885,0.0,1.12943
লখনউ,54,36,0.25882,0.0,1.12941
অনেককাল,150,38,0.27901,0.0101,1.1294
এককালে,304,107,0.2996,0.02041,1.12939
পাপ,1088,421,0.36393,0.05263,1.12933
বিশ্বস্ত,159,103,0.32051,0.03093,1.12933
মালয়েশিয়া,25,125,0.32048,0.03093,1.12931
টেন্ড,20,39,0.25861,0.0,1.1293
দেশজ,28,24,0.2586,0.0,1.1293
জাহাজে,1006,166,0.34192,0.04167,1.12929
বৈশ্বিক,73,406,0.25855,0.0,1.12928
কণা,146,75,0.29926,0.02041,1.12922
টুরিস্ট,240,131,0.25842,0.0,1.12921
ওটা,4262,3436,0.29919,0.02041,1.12919
বাঁচিয়ে,600,277,0.32018,0.03093,1.12916
হাজ,262,83,0.27852,0.0101,1.12916
পূর্বপুরুষ,348,190,0.25825,0.0,1.12913
নামানো,184,102,0.29903,0.02041,1.12911
মিতিন,1047,884,0.29904,0.02041,1.12911
অপচয়,129,149,0.2784,0.0101,1.1291
নাট্য,29,21,0.25817,0.0,1.12908
প্যাকেজ,22,46,0.27837,0.0101,1.12908
পর্যবেক্ষণ,191,293,0.29889,0.02041,1.12904
আন্দোলন,772,819,0.3414,0.04167,1.12903
প্রতীক্ষা,119,39,0.27826,0.0101,1.12903
মিলিয়ে,1668,1326,0.29889,0.02041,1.12903
শ্রেণি,71,201,0.29887,0.02041,1.12903
দুনিয়া,441,269,0.3199,0.03093,1.12902
কামড়,475,221,0.34135,0.04167,1.12901
হোমস,82,59,0.29881,0.02041,1.129
জেলখ,68,45,0.25795,0.0,1.12898
সাথ,60,45,0.29877,0.02041,1.12898
উত্থান,67,103,0.25794,0.0,1.12897
ঠেক,335,142,0.31978,0.03093,1.12896
কাস,152,68,0.29871,0.02041,1.12895
ক্লোন,105,90,0.25789,0.0,1.12895
আরেকটু,444,342,0.29864,0.02041,1.12891
অপারেশান,97,34,0.2986,0.02041,1.12889
প্রচার,71,86,0.27798,0.0101,1.12889
যেটুকু,518,219,0.341,0.04167,1.12883
স্টেট,147,118,0.27787,0.0101,1.12883
বিশেষজ্ঞ,217,399,0.31946,0.03093,1.1288
ব্রিগেডিয়,60,80,0.25757,0.0,1.12879
মুঠো,389,159,0.31939,0.03093,1.12877
যৌতুক,87,55,0.25753,0.0,1.12876
বিক্ষোভ,69,363,0.31932,0.03093,1.12873
সঞ্চালন,44,34,0.31931,0.03093,1.12873
থেকে…,25,20,0.25739,0.0,1.1287
নাগালে,48,53,0.25739,0.0,1.12869
ধীরেধীরে,273,191,0.25731,0.0,1.12865
মৃত্যুবরণ,55,50,0.25728,0.0,1.12864
কাণ্ডজ্ঞান,86,34,0.25725,0.0,1.12862
তাবু,108,79,0.27745,0.0101,1.12862
পারিবারিক,401,361,0.27739,0.0101,1.1286
বাচ্চুর,30,20,0.25719,0.0,1.1286
মিনারে,40,85,0.27737,0.0101,1.12859
খোরাক,48,25,0.27737,0.0101,1.12858
অচিন্ত্য,33,24,0.25712,0.0,1.12856
অহেতুক,67,37,0.2571,0.0,1.12855
অন্যমনস্ক,601,146,0.29787,0.02041,1.12853
হাফিজুর,44,34,0.27727,0.0101,1.12853
মেদিনীপুর,57,27,0.29785,0.02041,1.12852
নাতি,405,150,0.34035,0.04167,1.12851
আশ্রমে,122,130,0.29778,0.02041,1.12848
স্হানীয়,47,20,0.25695,0.0,1.12848
কেরামতি,53,23,0.25694,0.0,1.12847
খবরাখবর,121,30,0.25691,0.0,1.12845
শুদ্ধ,253,186,0.3187,0.03093,1.12842
বৈরী,29,27,0.25682,0.0,1.12841
দীক্ষিত,89,39,0.27701,0.0101,1.1284
জোয়ান,224,60,0.31861,0.03093,1.12838
কচলে,75,29,0.25675,0.0,1.12837
বোরিং,44,22,0.25672,0.0,1.12836
খোকা,303,58,0.27686,0.0101,1.12833
গুরুতর,317,508,0.31851,0.03093,1.12832
পেশায়,112,140,0.27674,0.0101,1.12827
হাসব,110,20,0.25654,0.0,1.12827
অসামাজিক,26,39,0.2565,0.0,1.12825
বত্রিশ,153,72,0.33982,0.04167,1.12824
অ্যাকসিডেন্ট,257,40,0.29725,0.02041,1.12822
ঘোর,1131,500,0.38408,0.06383,1.12821
বজ্জাত,80,25,0.29719,0.02041,1.12819
পাত্তা,564,358,0.29718,0.02041,1.12818
লেভেলের,27,28,0.25633,0.0,1.12817
প্রফেশনাল,93,84,0.27652,0.0101,1.12816
প্রভাব,445,963,0.27652,0.0101,1.12816
সম্মিলিত,73,117,0.25621,0.0,1.12811
দেখিয়,202,126,0.31806,0.03093,1.1281
দেখাত,142,59,0.27637,0.0101,1.12808
ফেঁসে,115,39,0.27633,0.0101,1.12806
একদিনে,136,57,0.25609,0.0,1.12804
ট্রাফিক,170,227,0.33941,0.04167,1.12804
দম্পতি,174,125,0.33936,0.04167,1.12802
এসব,5646,4279,0.2762,0.0101,1.128
রাজনীতিবিদ,45,78,0.27618,0.0101,1.12799
জোড়,333,115,0.33925,0.04167,1.12796
চেহারা,158,41,0.2761,0.0101,1.12795
স্বগতোক্তি,77,32,0.25588,0.0,1.12794
কীস,1041,439,0.31765,0.03093,1.1279
দাশগুপ্ত,76,67,0.27599,0.0101,1.1279
বাহবা,82,25,0.29657,0.02041,1.12788
দেখতাম,177,109,0.27589,0.0101,1.12784
র‍্যা,34,22,0.25569,0.0,1.12784
সেট,444,243,0.29639,0.02041,1.12779
কৈশোরে,48,33,0.25547,0.0,1.12774
অসংখ্য,809,546,0.29629,0.02041,1.12773
আবিষ্ক,1455,699,0.36073,0.05263,1.12773
কেঁদো,112,20,0.27566,0.0101,1.12773
ব্যাটারির,71,51,0.27563,0.0101,1.12772
থ্রিল,31,55,0.25528,0.0,1.12764
উদ্দেশ্য,1079,743,0.33859,0.04167,1.12763
বুধব,131,706,0.40579,0.07527,1.12763
গৌড়,25,23,0.25524,0.0,1.12762
নাএ,137,64,0.33849,0.04167,1.12758
প্রজেক্টে,40,32,0.25514,0.0,1.12757
ছড়া,297,114,0.31698,0.03093,1.12756
তোতলাতে,93,27,0.27533,0.0101,1.12756
তরফে,36,29,0.25511,0.0,1.12755
কারো,1857,1083,0.31693,0.03093,1.12754
নির্ভরতা,26,68,0.25506,0.0,1.12753
ঐদিন,74,26,0.25499,0.0,1.1275
ছাত,236,226,0.255,0.0,1.1275
কতখানি,264,62,0.27513,0.0101,1.12746
বোক,367,128,0.27511,0.0101,1.12745
এবাড়ির,126,42,0.25487,0.0,1.12744
ধলা,21,43,0.25487,0.0,1.12743
ওখান,375,263,0.27504,0.0101,1.12742
গুট,23,24,0.25482,0.0,1.12741
বানাল,33,25,0.25482,0.0,1.12741
বিপ,726,295,0.31667,0.03093,1.12741
লোভনীয়,90,52,0.27503,0.0101,1.12741
বলবো,259,102,0.275,0.0101,1.1274
নিশ্চিন্ত,742,232,0.31663,0.03093,1.12739
রিকির,20,30,0.25477,0.0,1.12739
হাল,997,406,0.33809,0.04167,1.12738
কুঁড়ি,46,40,0.3166,0.03093,1.12737
এইভাবেই,211,41,0.29554,0.02041,1.12736
পাষাণ,69,27,0.27491,0.0101,1.12735
সবাইকেই,99,45,0.2547,0.0,1.12735
ভাগনে,67,38,0.27488,0.0101,1.12734
ভিলায়,40,23,0.25455,0.0,1.12728
ম্যাগনেটিক,39,59,0.29538,0.02041,1.12728
সামল,115,26,0.25455,0.0,1.12728
খাইব,55,22,0.25454,0.0,1.12727
নিখুঁতভাবে,87,79,0.27472,0.0101,1.12726
উদ্ধারকারী,34,33,0.2545,0.0,1.12725
মিজান,56,54,0.25449,0.0,1.12724
আস্তানায়,139,35,0.27466,0.0101,1.12723
বৌদ্ধ,246,134,0.29528,0.02041,1.12723
বাঙলা,108,22,0.29526,0.02041,1.12722
একদম,1511,1343,0.29524,0.02041,1.12721
হইছিল,21,27,0.25437,0.0,1.12719
কারাগারের,21,54,0.25431,0.0,1.12716
প্রতিহত,58,126,0.29512,0.02041,1.12715
গায়ত্রী,37,31,0.25427,0.0,1.12714
অধিকাংশ,886,416,0.29505,0.02041,1.12712
প্রকৃতি,765,343,0.27441,0.0101,1.12711
হত্যা,1017,946,0.35948,0.05263,1.12711
সুইমিং,91,65,0.29497,0.02041,1.12708
অগ্রগতি,47,206,0.2541,0.0,1.12705
তাৎক্ষণিক,46,161,0.25406,0.0,1.12703
ব্যাপারটি,791,65,0.31591,0.03093,1.12703
কালক,242,101,0.27425,0.0101,1.12702
বিম,34,41,0.27425,0.0101,1.12702
কক্ষে,198,219,0.29482,0.02041,1.127
স্লোগান,134,228,0.35926,0.05263,1.127
আং,693,113,0.38162,0.06383,1.12698
ময়মনসিংহে,21,43,0.27411,0.0101,1.12695
থাকে,169,58,0.27409,0.0101,1.12694
মিয়া,991,1268,0.35915,0.05263,1.12694
খুঁজছি,91,48,0.25383,0.0,1.12691
সেকেন্ডে,92,61,0.25383,0.0,1.12691
তরতাজা,58,27,0.274,0.0101,1.1269
বোঝানো,217,118,0.27391,0.0101,1.12685
চোরাচালান,29,37,0.25367,0.0,1.12683
নিবেদন,182,94,0.25366,0.0,1.12683
সুখে,530,141,0.29445,0.02041,1.12682
ডিআইজি,56,41,0.27379,0.0101,1.12679
আজকে,175,116,0.29439,0.02041,1.12678
মোজাম্মেল,64,41,0.27377,0.0101,1.12678
সেসব,1292,761,0.3812,0.06383,1.12677
তিল,197,98,0.31535,0.03093,1.12675
